X,ID,Name,Age,Nationality,Overall,Potential,Club,Wage,PreferredFoot,InternationalReputation,WeakFoot,SkillMoves,BodyType,Position,JerseyNumber,Height,Weight,ST,CF,W,CAM,CM,OM,CDM,WB,CB,FB,Crossing,Finishing,HeadingAccuracy,ShortPassing,Volleys,Dribbling,Curve,FKAccuracy,LongPassing,BallControl,Acceleration,SprintSpeed,Agility,Reactions,Balance,ShotPower,Jumping,Stamina,Strength,LongShots,Aggression,Interceptions,Positioning,Vision,Penalties,Composure,Marking,StandingTackle,SlidingTackle
13498,240251,L.Salas,20,Chile,62,74,CDAntofagasta,1,Right,1,4,2,Stocky,ST,19,68,174,61,60,59,58,53,58,45,45,43,43,35,66,62,57,40,62,32,34,48,64,70,71,68,52,72,54,71,64,73,49,49,43,61,50,61,57,36,16,14
13503,238460,R.Brewster,18,England,62,84,Liverpool,8,Right,1,3,3,Lean,ST,24,69,165,60,60,61,59,51,59,37,41,33,39,50,66,55,50,51,60,41,50,48,59,78,76,76,60,77,54,68,57,55,55,40,12,64,54,55,58,14,17,17
13507,219261,M.Jelavióö,24,Croatia,62,65,RoyalExcelMouscron,2,Right,1,4,2,Normal,ST,89,74,176,60,60,59,59,54,58,41,41,36,38,53,61,62,61,36,57,43,32,59,62,58,65,60,57,56,63,59,52,73,61,42,14,61,57,53,55,18,18,13
13510,239741,J.Villalba,19,Paraguay,62,77,BorussiaM’_nchengladbach,3,Right,1,3,3,Lean,ST,20,69,143,60,59,59,57,50,57,38,42,33,40,39,68,56,63,64,65,55,46,42,57,69,69,69,63,77,69,51,57,38,62,36,14,48,40,63,48,20,23,16
13514,246144,B.Mwila,24,Zambia,62,66,SCRAltach,2,Right,1,3,2,Normal,ST,14,72,165,61,59,58,57,49,56,38,41,36,39,41,63,60,54,55,57,45,38,34,59,69,72,59,59,56,62,62,59,68,56,51,21,62,51,58,48,19,11,20
13535,230534,S.Mvibudulu,25,DRCongo,62,64,SGSonnenhofGro’™aspach,1,Right,1,3,2,Normal,ST,28,74,181,60,59,60,56,52,59,46,51,45,49,51,57,59,55,52,61,42,39,49,63,80,87,69,48,64,58,70,72,71,54,49,41,61,38,45,54,29,28,32
13544,184714,M.Green,31,England,62,62,LincolnCity,4,Right,1,4,2,Normal,ST,10,72,179,61,60,60,58,54,60,49,53,47,51,51,61,54,51,56,59,49,51,49,56,80,84,77,57,70,62,58,89,71,57,55,39,63,54,67,56,53,26,31
13552,243853,M.Maphangule,26,SouthAfrica,62,63,OrlandoPirates,1,Right,1,2,2,Normal,ST,42,70,176,60,56,53,53,48,52,42,43,45,42,36,64,80,49,51,55,35,31,34,49,53,66,62,57,87,60,75,69,75,58,62,26,58,50,60,52,30,30,23
13558,246416,L.Dajaku,17,Germany,62,82,VfBStuttgart,3,Right,1,4,3,Normal,ST,25,71,163,61,61,60,58,51,58,38,42,34,40,44,65,60,56,48,64,50,60,42,62,69,69,55,60,65,60,60,60,50,58,38,12,62,49,58,51,20,16,21
13564,10899,C.Porter,34,England,62,62,CreweAlexandra,4,Right,1,4,2,Normal,ST,7,73,183,61,57,55,56,54,55,49,47,48,46,41,65,65,58,57,52,46,47,52,60,51,49,59,61,65,60,79,69,84,59,46,36,61,51,65,61,40,31,31
13570,245652,M.Gueye,20,Senegal,62,71,ASSaint-’_tienne,4,Right,1,3,2,Lean,ST,13,73,176,60,57,55,54,49,53,40,41,40,39,44,71,66,52,64,54,47,38,39,58,51,53,53,53,48,62,62,54,64,49,52,25,62,50,62,54,26,24,21
13575,245653,J.Murray,22,Australia,62,69,CentralCoastMariners,1,Right,1,4,3,Normal,ST,25,71,163,60,58,56,56,48,54,36,37,33,35,31,65,59,53,53,60,31,28,39,59,70,68,53,49,65,60,61,58,65,62,50,11,62,45,64,57,15,11,16
13577,237718,S.Ambri,20,France,62,73,ValenciennesFC,1,Left,1,3,3,Lean,ST,7,70,141,60,61,62,60,52,60,40,44,36,41,47,66,53,58,52,63,49,46,42,64,82,81,68,52,70,56,62,57,55,58,47,17,57,58,63,53,23,19,18
13581,176792,M.Pode,32,Sweden,62,62,TrelleborgsFF,1,Right,1,3,2,Lean,ST,9,74,181,60,60,59,59,56,58,49,50,46,48,59,64,47,60,64,58,56,52,46,59,53,54,45,60,50,66,43,58,74,62,42,40,65,63,42,64,48,33,31
13599,246428,K.’öelik,18,Turkey,62,73,Kayserispor,2,Right,1,3,2,Normal,ST,29,70,168,60,58,57,57,49,55,38,40,37,38,36,65,64,56,58,57,60,48,38,59,66,62,72,59,63,63,70,52,66,55,42,17,56,53,64,50,23,16,18
13608,238238,J.Schneider,24,Germany,62,67,FCSt.Pauli,3,Right,1,4,2,Normal,ST,29,70,174,60,59,59,57,48,57,37,43,37,41,43,58,56,49,64,67,43,39,33,60,83,82,69,53,77,64,73,50,67,63,43,21,54,47,55,52,19,20,23
13620,225442,F.Illarregui,21,Argentina,62,72,ArgentinosJuniors,2,Right,1,3,2,Normal,ST,27,67,159,60,61,63,60,53,61,42,47,38,45,56,62,49,56,55,68,57,61,50,62,80,77,81,56,81,63,69,61,58,59,40,21,58,51,58,49,25,27,25
13627,221349,J.Nuttall,21,England,62,74,BlackburnRovers,6,Right,1,3,2,Lean,ST,24,72,159,61,58,56,56,51,55,44,45,44,44,34,68,68,54,54,52,37,33,39,55,77,68,64,56,65,58,64,73,76,56,47,29,56,54,60,49,42,25,19
13628,236197,H’©ltonCarvalhal,26,Brazil,62,62,Cear’çSportingClub,4,Right,1,3,2,Normal,ST,19,74,181,60,52,47,47,42,44,37,36,41,36,32,71,72,43,53,45,34,35,23,43,33,34,40,64,51,72,37,42,86,63,47,35,66,37,56,82,19,23,28
13632,228006,A.Abang,21,Cameroon,62,69,NewYorkRedBulls,1,Right,1,2,2,Normal,ST,20,73,161,61,57,55,54,47,53,40,42,41,41,30,61,67,52,58,56,30,28,28,59,68,68,66,56,61,62,74,68,74,56,56,24,60,41,54,45,32,17,21
13639,240807,O.Shaw,20,Scotland,62,77,Hibernian,1,Right,1,3,2,Lean,ST,32,74,159,61,59,56,57,50,54,38,39,35,37,28,64,62,58,54,58,48,32,32,62,61,59,59,63,58,59,69,58,65,54,26,19,63,48,65,44,17,14,18
13646,198825,M.Cullen,26,England,62,65,Blackpool,2,Right,1,2,2,Normal,ST,9,69,165,60,59,59,58,53,58,47,49,47,48,49,62,63,49,60,56,48,43,44,59,67,74,72,57,72,58,83,64,60,53,55,39,65,62,58,64,44,31,30
13657,241068,A.D’çvila,19,Uruguay,62,76,RealSociedad,3,Left,1,3,2,Normal,ST,33,70,159,60,57,54,54,46,51,34,35,33,33,32,73,67,54,57,57,40,35,33,59,52,46,55,53,70,58,69,44,53,69,32,12,60,40,56,48,25,12,15
13666,234671,J.Odgaard,19,Denmark,62,80,Sassuolo,4,Left,1,3,3,Normal,ST,19,74,176,60,60,59,59,51,57,44,44,44,43,42,59,54,56,44,63,49,34,38,65,68,66,64,56,73,64,60,40,67,55,39,22,63,54,59,64,55,31,22
13705,231613,S.McCoulsky,21,England,62,70,SouthendUnited,6,Right,1,3,2,Lean,ST,28,72,154,61,58,57,54,45,55,36,40,37,39,29,61,59,45,44,57,40,30,29,59,91,88,72,55,69,60,77,68,74,52,58,14,58,40,59,49,20,14,14
13718,231616,E.RiisJakobsen,20,Denmark,62,73,RandersFC,2,Right,1,3,2,Normal,ST,9,75,185,60,58,56,55,47,54,35,38,34,37,32,61,65,51,42,58,37,31,30,60,68,69,58,53,53,60,51,59,67,58,39,12,63,48,59,58,19,14,15
13720,239552,M.Biamou,27,France,62,62,CoventryCity,2,Right,1,2,2,Normal,ST,9,73,183,60,57,55,53,46,54,38,41,42,40,34,63,67,38,49,58,26,21,30,59,77,77,63,41,55,62,82,67,75,42,68,20,64,55,58,55,26,25,23
13759,170445,A.Mangan,31,England,62,62,AccringtonStanley,1,Right,1,3,2,Normal,ST,19,72,163,61,60,60,60,56,61,47,50,41,47,45,57,57,58,62,59,55,57,52,59,75,78,74,62,79,59,53,91,66,59,52,30,62,55,59,51,32,20,25
13766,206031,Jeft’©,24,Spain,62,66,SVMattersburg,3,Right,1,3,2,Normal,ST,7,73,181,61,59,58,57,52,57,44,45,43,43,53,64,61,62,48,62,42,55,38,62,53,53,60,58,50,63,58,62,73,59,58,23,62,42,60,52,24,37,20
13768,243919,V.Pinson,22,France,62,69,StadedeReims,3,Right,1,4,2,Normal,ST,27,70,148,61,61,59,58,50,57,36,40,31,38,44,71,60,51,48,64,46,36,38,59,66,63,58,59,74,60,53,51,44,59,29,20,64,54,67,49,16,13,18
13787,245717,LucasRodrigues,18,Brazil,62,71,MoreirenseFC,1,Right,1,3,3,Normal,ST,17,72,163,61,59,58,57,49,56,38,41,36,39,40,65,60,53,55,64,47,32,35,61,63,68,62,58,63,64,69,53,64,52,30,20,59,50,57,48,22,18,15
13794,246230,M.Phaeton,18,France,62,77,EnAvantdeGuingamp,2,Right,1,3,2,Normal,ST,33,73,165,61,59,58,58,51,57,41,42,38,40,34,62,59,56,61,65,60,40,48,62,72,75,64,53,58,63,64,67,72,59,63,16,51,49,68,50,20,16,20
13796,244183,J.Konings,20,Netherlands,62,72,HeraclesAlmelo,1,Left,1,3,2,Normal,ST,25,70,170,60,59,58,57,50,57,40,43,36,41,39,64,58,53,50,60,48,39,37,61,72,75,56,57,60,57,53,72,65,56,42,25,60,48,55,57,21,18,14
13797,244695,A.Ndiaye,18,Senegal,62,80,FCMetz,1,Right,1,2,3,Lean,ST,23,73,154,61,59,57,56,47,55,34,38,33,36,28,67,58,50,43,63,42,32,31,62,75,75,57,56,61,61,67,51,61,51,27,12,58,45,67,45,16,20,12
13799,204248,C.Gameiro,25,Australia,62,67,CentralCoastMariners,1,Right,1,3,2,Lean,ST,21,70,148,61,60,59,58,52,57,46,47,46,46,40,63,57,53,60,60,58,40,35,58,71,71,71,60,66,64,73,58,61,58,67,43,60,57,60,62,22,36,32
13801,226264,F.Ahumada,22,Chile,62,72,CDPalestino,1,Right,1,2,3,Normal,ST,29,71,165,61,60,61,60,56,61,46,48,41,46,53,63,59,61,38,64,45,33,58,65,70,71,66,61,66,63,65,70,69,56,33,22,51,50,51,52,32,27,23
13832,214752,C.Ponce,26,Chile,62,62,CDEvertondeVi’±adelMar,1,Right,1,3,2,Normal,ST,21,70,170,60,57,55,54,47,53,36,38,34,37,30,64,70,51,52,58,44,26,33,59,68,68,63,52,65,64,65,69,71,59,35,17,51,44,60,43,15,11,11
13843,211173,S.AlShehri,24,SaudiArabia,62,66,AlRaed,4,Right,1,2,3,Lean,ST,11,72,170,61,59,57,56,49,55,38,40,38,38,36,60,60,49,46,61,52,37,34,63,64,70,67,57,49,63,83,57,80,55,45,20,62,48,68,50,18,19,14
13846,237286,A.Connolly,18,RepublicofIreland,62,81,Brighton&HoveAlbion,4,Right,1,3,2,Normal,ST,44,70,170,60,58,56,55,47,53,35,38,34,37,33,66,59,45,57,55,32,31,29,61,62,69,62,65,68,58,72,52,57,52,50,16,63,47,57,49,12,18,15
13851,176103,Z.Ljubijankióç,34,Slovenia,62,62,UrawaRedDiamonds,3,Right,1,4,2,Normal,ST,21,73,176,61,60,60,61,59,59,55,53,54,53,57,60,63,64,61,60,59,58,61,56,66,53,65,61,44,66,68,53,71,64,69,48,61,66,58,62,30,50,53
13853,194791,R.Murray,26,RepublicofIreland,62,63,SligoRovers,1,Right,1,3,2,Normal,ST,9,67,154,61,61,62,58,50,60,40,46,37,43,55,61,51,53,55,66,61,68,38,55,84,81,81,57,87,67,83,65,56,59,53,21,63,48,67,55,20,23,22
13855,229864,BorjaDomingo,22,Spain,62,70,CAOsasuna,2,Right,1,3,2,Normal,ST,32,74,170,61,60,57,59,53,56,40,39,35,37,32,63,60,58,55,65,38,28,51,62,53,45,58,67,66,61,69,50,58,60,26,17,67,48,61,47,30,11,19
13857,237800,R.Sawakami,24,Japan,62,66,CerezoOsaka,2,Left,1,3,2,Normal,ST,19,71,170,60,58,55,57,52,54,43,41,42,40,27,68,69,58,47,47,36,26,47,60,69,71,73,56,63,65,70,67,78,52,65,16,45,64,66,53,32,18,17
13878,226286,G.’Åvalos,27,Paraguay,62,62,GodoyCruz,3,Right,1,4,2,Lean,ST,9,74,194,60,55,52,50,42,50,34,37,37,36,33,66,73,40,58,50,35,29,27,55,63,66,53,48,53,59,65,63,70,53,46,12,66,39,47,49,31,16,14
13885,216817,O.Karlsson,21,Iceland,62,70,TrelleborgsFF,1,Left,1,3,2,Normal,ST,22,75,185,60,59,56,56,49,55,40,41,39,40,30,58,63,57,33,58,46,30,35,62,71,71,59,57,54,67,51,57,76,40,38,18,57,53,62,53,29,20,17
13888,245745,Rub’©nEnri,20,Spain,62,70,CFReusDeportiu,1,Right,1,3,2,Normal,ST,39,71,159,61,58,57,56,50,55,38,40,36,39,43,68,68,60,46,55,49,43,36,58,59,57,59,56,61,61,60,55,65,63,35,19,59,50,61,53,16,19,21
13889,183025,M.Simon,32,Australia,62,62,CentralCoastMariners,1,Right,1,3,2,Normal,ST,19,74,172,61,58,57,55,53,57,52,54,55,53,48,58,61,48,36,52,38,29,37,61,71,73,64,60,32,66,84,85,85,58,90,48,63,49,64,56,29,49,39
13890,215026,P.Magn’_n,28,Argentina,62,62,SanMart’_ndeSanJuan,3,Right,1,3,3,Normal,ST,11,70,165,61,61,59,60,52,56,39,39,35,37,37,67,56,61,64,72,52,41,45,58,62,54,57,57,69,70,58,39,63,62,30,18,52,60,70,48,23,14,23
13895,241651,V.Gy’_keres,20,Sweden,62,79,Brighton&HoveAlbion,6,Right,1,3,3,Normal,ST,42,74,168,60,60,60,57,50,58,38,42,35,40,53,62,58,55,53,67,63,33,40,60,68,70,62,47,58,59,58,62,68,60,43,18,65,48,49,57,20,17,16
13906,229367,S.Humphrys,20,England,62,73,ScunthorpeUnited,7,Right,1,3,2,Stocky,ST,10,73,201,61,59,59,57,50,58,41,46,41,44,57,62,59,51,46,58,42,46,38,63,71,70,60,60,63,57,69,57,84,56,33,21,60,49,61,63,16,35,27
13909,243703,E.Ogude,24,Nigeria,62,67,VendsysselFF,2,Left,1,3,3,Normal,ST,14,71,157,61,61,60,58,50,58,40,45,38,43,42,60,43,52,50,63,37,37,35,62,74,77,66,61,70,66,63,64,69,55,34,18,67,48,51,58,36,20,24
13916,229881,A.Lassiter,23,CostaRica,62,68,LAGalaxy,1,Left,1,3,3,Lean,ST,15,70,154,60,59,58,55,45,54,34,40,34,38,34,59,53,46,48,64,58,65,30,58,80,79,74,56,69,71,73,46,56,64,25,18,59,40,63,55,30,14,17
13917,231929,G.Miller,19,England,62,71,BradfordCity,5,Right,1,3,2,Lean,ST,12,70,141,60,58,57,56,49,54,43,43,43,43,29,64,60,53,53,56,59,32,34,59,74,75,76,54,75,61,70,57,64,58,68,40,59,45,55,60,18,32,19
13921,204282,C.Kane,23,Scotland,62,68,St.JohnstoneFC,1,Right,1,3,2,Normal,ST,9,71,168,61,58,58,54,48,56,42,45,43,45,44,64,65,44,58,67,54,51,53,65,78,79,69,63,76,69,75,32,41,58,52,28,46,27,49,43,20,45,34
13928,241659,S.Odey,20,Nigeria,62,76,FCZ’_rich,2,Right,1,3,2,Normal,ST,15,72,159,60,59,58,56,47,56,37,41,36,40,31,62,58,46,41,58,53,32,29,60,80,84,79,57,60,58,68,65,58,55,37,16,63,49,66,49,38,14,13
13933,237308,S.Adekoya,22,UnitedStates,62,68,VendsysselFF,2,Right,1,3,3,Normal,ST,22,71,170,60,61,62,60,51,61,42,46,40,44,45,57,53,59,51,61,46,43,45,61,94,93,92,57,85,58,82,61,59,48,58,18,60,49,57,55,38,20,16
13954,243969,S.Czajkowski,21,Denmark,61,71,VendsysselFF,2,Right,1,3,2,Normal,ST,23,71,165,59,58,57,55,46,54,35,39,33,37,31,59,54,49,55,60,39,34,29,62,64,71,76,60,72,57,68,59,55,51,35,10,67,40,62,44,28,13,13
13962,204291,A.Nabi,24,England,61,67,DundeeFC,1,Right,1,3,3,Lean,ST,14,69,154,60,61,60,60,54,58,44,44,40,41,50,59,55,60,55,65,61,66,45,63,65,61,75,57,69,60,67,45,61,57,67,38,64,57,61,59,24,17,17
13977,231945,KimJongMin,25,KoreaRepublic,61,64,SuwonSamsungBluewings,2,Right,1,3,2,Normal,ST,18,74,172,60,57,55,54,45,52,35,38,37,37,33,61,67,47,45,55,32,28,25,57,64,67,68,57,64,59,66,48,72,49,37,17,64,48,58,52,32,14,12
13981,224266,C.Dyson,21,England,61,69,PlymouthArgyle,2,Right,1,2,2,Lean,ST,18,74,161,60,57,55,56,52,54,43,42,41,40,40,64,63,55,44,55,44,40,47,61,63,48,64,56,57,68,68,63,73,61,60,24,56,51,71,54,30,21,18
13986,231947,OhSeHun,19,KoreaRepublic,61,74,UlsanHyundaiFC,1,Right,1,3,2,Normal,ST,39,75,176,60,57,53,53,47,51,43,42,46,41,28,61,68,45,44,57,32,28,24,60,49,65,56,58,52,62,65,58,74,47,64,24,62,54,56,51,53,28,20
13989,170252,A.Nicholls,30,England,61,61,CreweAlexandra,4,Right,1,4,2,Lean,ST,14,70,154,60,59,59,58,53,59,47,50,47,49,42,60,59,53,55,55,54,42,41,56,78,76,78,69,83,47,88,76,61,44,64,23,67,57,56,53,36,38,36
14004,241170,M.Gallegos,21,Argentina,61,69,Uni’_ndeSantaFe,2,Right,1,2,2,Normal,ST,26,70,154,60,58,55,55,48,53,36,38,35,37,33,70,63,51,50,63,41,36,32,52,56,54,57,60,68,56,66,57,56,62,33,18,62,47,71,53,21,16,21
14007,237332,A.May,24,England,61,65,DoncasterRovers,2,Right,1,3,2,Normal,ST,19,69,159,59,60,60,59,53,58,48,50,45,49,32,61,38,57,51,64,32,29,30,57,85,83,82,59,81,61,60,66,59,57,70,61,59,51,63,49,13,36,32
14044,239393,D.Frieser,24,Austria,61,64,LASKLinz,2,Right,1,3,2,Normal,ST,28,70,172,57,57,58,56,55,60,54,58,52,57,63,57,52,64,34,54,43,39,55,62,74,72,67,56,58,60,67,78,58,37,56,43,55,43,50,55,45,47,53
14045,244257,J.Burkardt,17,Germany,61,80,1.FSVMainz05,3,Right,1,3,2,Lean,ST,29,71,163,60,61,62,61,54,61,41,45,38,42,48,61,54,62,49,75,48,32,46,62,69,69,69,58,68,53,75,55,62,50,33,22,59,53,50,52,21,24,21
14046,246049,A.Lupu,20,Romania,61,73,DeportivoAlav’©s,3,Right,1,2,2,Normal,ST,34,68,154,59,57,55,54,49,54,37,40,32,38,30,65,59,53,49,55,30,34,45,55,69,68,54,60,79,60,65,70,59,53,31,19,59,41,55,58,11,12,17
14048,242979,A.Maziero,20,Argentina,61,74,RosarioCentral,2,Right,1,3,2,Normal,ST,23,70,165,59,58,56,55,49,55,40,43,38,42,46,62,64,54,48,55,49,47,36,60,63,69,58,54,63,64,64,54,56,56,28,24,58,50,60,49,30,24,25
14050,221732,Jose,24,Brazil,61,66,DaeguFC,1,Right,1,2,3,Lean,ST,10,72,176,59,56,54,54,48,52,38,39,37,38,34,69,70,55,51,53,45,38,34,54,59,57,49,56,67,59,63,58,57,56,31,16,57,49,66,48,34,22,16
14058,241191,M.Kolar,23,Croatia,61,68,WisÅäaKrak’_w,1,Right,1,3,2,Normal,ST,24,73,170,59,57,56,55,49,54,38,40,36,38,35,64,62,59,46,59,42,30,38,57,67,66,59,47,58,62,69,63,70,57,34,14,57,46,57,58,24,17,16
14059,244007,F.Br’_gmann,25,Germany,61,64,FCCarlZeissJena,1,Right,1,4,2,Normal,ST,18,73,176,60,58,57,56,49,56,39,42,37,40,47,60,60,51,57,61,52,40,38,58,64,74,66,55,65,63,67,72,73,58,47,14,56,50,57,49,23,21,13
14063,220970,V.Sk’_ld,28,Sweden,61,61,’_rebroSK,1,Right,1,2,2,Normal,ST,9,71,176,59,58,56,56,52,56,44,46,41,43,40,58,56,56,60,55,48,34,43,58,67,64,64,61,64,59,73,77,71,53,41,31,62,50,61,54,34,20,18
14072,240940,R.delaRosa,18,Mexico,61,79,Pachuca,3,Right,1,3,2,Lean,ST,89,70,161,59,58,57,56,50,56,36,40,33,38,40,65,63,62,39,57,40,39,35,57,69,67,60,57,70,52,67,69,60,54,32,11,60,46,72,59,13,14,13
14076,221487,J.Sierra,21,Chile,61,72,Uni’_nEspa’±ola,1,Right,1,2,2,Lean,ST,11,72,157,60,57,55,55,48,54,38,39,37,38,31,65,61,52,47,58,36,25,40,61,69,66,61,49,54,62,73,59,72,56,27,14,57,45,58,41,31,18,17
14093,228148,R.Hepburn-Murphy,19,England,61,75,AstonVilla,2,Right,1,3,3,Normal,ST,29,68,179,60,61,60,58,51,58,39,44,34,42,39,62,58,54,54,67,42,43,40,60,77,77,65,56,78,62,63,66,34,62,40,21,58,50,63,51,19,22,23
14108,244536,G.Omotayo,24,Switzerland,61,64,Bury,3,Right,1,3,2,Stocky,ST,27,76,196,60,56,53,54,49,53,43,41,43,40,33,59,63,57,52,44,25,22,35,57,67,65,49,60,65,66,74,64,86,45,72,24,60,53,56,50,22,21,18
14111,244793,T.Chor’_,23,CzechRepublic,61,66,ViktoriaPlzeÅ_,1,Right,1,3,2,Stocky,ST,18,79,223,59,53,49,50,44,47,37,36,42,36,23,57,80,49,42,48,27,27,21,44,45,54,50,64,24,61,61,59,95,57,53,18,63,48,50,45,21,18,24
14112,245817,J.V’çzquez,23,Argentina,61,67,DeportivoPasto,1,Right,1,3,2,Normal,ST,26,72,170,59,59,57,56,47,55,34,38,31,36,33,60,47,44,53,63,48,37,37,57,76,72,73,61,57,64,55,59,63,57,37,12,61,49,62,54,10,14,18
14131,19521,J.Ibehre,35,England,61,61,CambridgeUnited,2,Right,1,2,2,Normal,ST,14,76,203,60,58,57,57,55,58,51,51,50,49,48,56,59,58,53,59,43,27,47,59,62,68,47,59,48,60,65,80,90,51,60,41,60,55,56,60,41,32,31
14138,240962,M.L’_pez,20,Argentina,61,72,ClubAtl’©ticoBanfield,2,Right,1,2,2,Lean,ST,14,71,163,60,59,57,57,51,55,41,43,40,42,44,64,62,55,45,60,45,33,38,58,60,61,69,60,63,66,68,57,60,61,40,23,57,54,63,58,35,23,22
14149,208457,A.Sarr,27,Senegal,61,61,ParisFC,2,Right,1,3,3,Normal,ST,29,69,146,60,59,59,55,47,56,35,42,33,40,46,67,59,44,57,66,39,51,35,63,74,73,70,61,77,62,64,52,44,51,29,23,52,40,63,50,22,14,17
14163,242253,M.Toye,19,UnitedStates,61,76,MinnesotaUnitedFC,1,Right,1,2,2,Normal,ST,23,75,181,59,56,55,53,45,53,39,41,42,40,31,59,62,47,49,63,36,28,25,60,69,76,69,47,49,66,71,59,73,43,70,19,55,42,59,57,35,23,18
14165,242766,N.Jackson,22,UnitedStates,61,70,ColoradoRapids,1,Right,1,3,2,Normal,ST,12,73,172,60,57,55,53,43,53,34,38,36,37,30,61,63,48,58,56,35,26,25,55,83,84,68,51,58,62,73,51,74,57,62,11,52,46,59,48,20,11,18
14166,245582,B.K’_llman,19,Finland,61,70,DundeeFC,1,Right,1,3,2,Normal,ST,19,72,165,59,58,58,57,49,56,36,40,33,39,36,61,68,54,47,59,42,30,40,55,78,79,72,53,68,51,71,67,61,55,28,12,60,53,60,63,16,13,16
14178,233045,I.Ugbo,19,England,61,76,ScunthorpeUnited,1,Right,1,3,2,Lean,ST,9,73,161,59,58,57,56,48,55,39,41,37,40,37,60,57,58,48,55,38,28,28,59,80,72,66,55,55,58,41,49,64,43,60,21,62,51,52,48,27,15,19
14191,232281,J.Victoria,22,Colombia,61,72,GranadaCF,2,Right,1,3,2,Normal,ST,26,65,154,60,58,58,55,47,56,36,41,35,39,55,64,54,50,60,59,31,30,33,58,67,71,62,60,66,69,67,44,59,56,26,16,56,48,57,51,34,19,10
14193,242777,K.Yamaguchi,22,Japan,61,71,KashimaAntlers,2,Right,1,3,2,Lean,ST,19,69,154,60,59,58,58,54,58,45,45,40,43,46,65,58,60,56,54,62,51,53,60,69,67,66,60,71,59,73,61,49,62,51,31,58,53,62,54,42,17,14
14196,224859,N.Laursen,20,Denmark,61,75,Br’ÙndbyIF,2,Left,1,3,3,Normal,ST,18,73,154,60,61,62,61,53,61,41,45,36,43,56,60,50,57,56,69,57,46,54,68,79,78,78,51,67,64,51,39,53,51,33,24,53,55,54,51,26,21,26
14207,242528,T.Buitink,18,Netherlands,61,77,Vitesse,1,Right,1,3,2,Normal,ST,29,69,150,59,58,58,56,48,56,36,40,34,38,44,66,53,53,48,60,43,51,36,68,70,72,56,48,71,54,67,52,58,50,41,13,59,42,48,59,18,18,17
14208,243808,H.Eisa,25,BurkinaFaso,61,66,OhodClub,4,Right,1,3,2,Normal,ST,23,74,172,60,58,57,57,52,57,45,47,45,46,49,61,68,56,51,56,50,42,50,51,68,68,67,58,62,60,81,68,68,58,42,22,60,58,67,56,55,22,29
14213,231522,A.Stadler,30,UnitedStates,61,61,DalkurdFF,1,Right,1,3,2,Lean,ST,13,70,157,59,59,60,58,52,60,43,45,39,42,52,59,52,54,53,61,49,36,47,55,74,74,76,61,75,57,67,77,60,56,77,18,64,55,57,57,34,17,13
14216,237411,M.AlMania,22,SaudiArabia,61,72,AlHazem,6,Right,1,2,2,Lean,ST,15,73,161,59,59,60,57,48,58,34,40,31,37,50,62,50,51,42,63,34,30,31,63,80,80,75,49,66,60,76,55,67,51,33,11,58,54,59,43,13,13,10
14226,236391,Giovanni,19,Spain,61,74,CDTenerife,1,Right,1,4,2,Lean,ST,31,65,123,60,61,62,60,53,61,41,46,36,44,54,63,51,59,57,66,42,43,51,60,77,79,62,60,92,60,65,61,37,59,38,12,57,53,64,51,52,16,17
14231,228457,A.Dabasse,24,France,61,63,ChamoisNiortaisFootballClub,1,Left,1,3,2,Normal,ST,20,74,174,59,57,54,55,51,52,41,40,38,38,29,59,62,57,61,58,47,44,44,61,55,50,54,49,48,71,50,59,71,69,42,28,58,49,64,58,32,13,20
14261,240242,A.Pinga,20,Switzerland,61,73,GrasshopperClubZ’_rich,4,Right,1,3,2,Stocky,ST,19,73,190,60,57,55,54,47,54,39,41,40,40,28,59,60,50,48,56,42,32,34,56,74,78,63,64,67,60,68,64,84,49,40,12,53,48,70,58,35,19,18
14262,231539,N.Andereggen,18,Argentina,61,79,Uni’_ndeSantaFe,2,Left,1,3,2,Lean,ST,12,69,157,59,59,59,59,52,57,38,40,33,37,35,64,47,57,58,67,51,36,49,59,68,65,79,53,73,62,58,65,68,60,28,12,56,55,65,58,17,18,18
14264,241523,M.Forss,19,Finland,61,73,Brentford,4,Right,1,3,2,Normal,ST,33,73,143,59,54,51,50,44,49,37,37,37,37,32,71,58,45,46,41,30,28,32,55,61,52,56,55,70,71,65,50,61,45,53,22,65,42,52,52,23,21,22
14266,242803,P.Michael,20,Nigeria,61,71,V’ÇlerengaFotball,1,Right,1,3,2,Normal,ST,19,73,183,59,57,56,55,51,56,46,47,46,46,46,63,54,49,39,59,35,37,47,60,65,67,57,53,69,60,78,64,84,57,46,37,59,45,43,58,20,41,33
14268,228212,A.Helmersen,20,Norway,61,72,RanheimFotball,1,Left,1,3,2,Lean,ST,27,75,181,59,57,55,54,48,54,41,42,40,40,39,62,52,48,54,56,44,42,37,59,66,61,56,48,54,66,64,66,79,58,54,22,64,46,57,52,28,26,23
14269,244085,A.Yildirim,23,Germany,61,67,VfLSportfreundeLotte,1,Right,1,3,2,Normal,ST,18,71,165,60,59,57,56,49,55,37,40,33,38,31,60,55,52,54,58,43,31,34,60,75,73,59,58,67,71,60,63,55,58,45,17,58,49,65,43,16,18,10
14272,224887,D.Telford,21,England,61,70,Bury,2,Left,1,3,2,Lean,ST,18,69,159,60,59,57,56,47,56,37,41,35,39,33,63,56,54,42,56,43,29,31,60,80,83,58,48,74,64,66,68,56,59,56,12,58,47,68,57,30,13,12
